rovCtdDtg,vehicle,depth,temper,salin,oxyg,lat,lon
1999-03-11 17:21:15,vnta,217.48,7.973,34.027,2,36.712618,-122.072585
1999-03-11 17:21:45,vnta,233.84,7.907,34.035,1.88,36.712618,-122.072585
1999-03-11 17:22:15,vnta,251,7.81,34.04,1.82,36.712618,-122.072585
1999-03-11 17:22:45,vnta,267.16,7.684,34.036,1.76,36.712618,-122.072585
1999-03-11 17:23:15,vnta,282.92,7.478,34.057,1.65,36.712618,-122.072585
1999-03-11 17:23:45,vnta,295.91,7.367,34.054,1.57,36.712618,-122.072585
1999-03-11 17:24:15,vnta,311.96,7.292,34.059,1.53,36.712618,-122.072585
1999-03-11 17:24:45,vnta,327.82,7.216,34.066,1.47,36.712618,-122.072585
1999-03-11 17:25:15,vnta,343.98,7.12,34.068,1.4,36.712618,-122.072585
1999-03-11 17:25:45,vnta,359.83,6.958,34.078,1.29,36.712618,-122.072585
1999-03-11 17:26:15,vnta,375.59,6.864,34.089,1.22,36.712618,-122.072585
1999-03-11 17:26:45,vnta,391.15,6.772,34.096,1.15,36.712618,-122.072585
1999-03-11 17:27:15,vnta,406.9,6.611,34.111,1.02,36.712618,-122.072585
1999-03-11 17:27:45,vnta,422.95,6.518,34.12,0.94,36.712618,-122.072585
1999-03-11 17:28:15,vnta,437.51,6.376,34.121,0.87,36.712618,-122.072585
1999-03-11 17:28:45,vnta,444.54,6.328,34.134,0.82,36.712618,-122.072585
1999-03-11 17:29:15,vnta,444.05,6.326,34.133,0.81,36.712618,-122.072585
1999-03-11 17:29:45,vnta,445.73,6.319,34.133,0.81,36.712618,-122.072585
1999-03-11 17:30:15,vnta,459.8,6.252,34.142,0.79,36.712618,-122.072585
1999-03-11 17:30:45,vnta,475.84,6.152,34.156,0.68,36.712618,-122.072585
1999-03-11 17:31:15,vnta,487.63,6.09,34.161,0.65,36.712618,-122.072585
1999-03-11 17:31:45,vnta,500.7,5.971,34.148,0.62,36.712618,-122.072585
1999-03-11 17:32:15,vnta,510.21,5.846,34.152,0.57,36.712618,-122.072585
1999-03-11 17:32:45,vnta,519.71,5.87,34.168,0.55,36.712618,-122.072585
1999-03-11 17:33:15,vnta,534.86,5.767,34.167,0.51,36.712618,-122.072585
1999-03-11 17:33:45,vnta,549.51,5.633,34.181,0.45,36.712618,-122.072585
1999-03-11 17:34:15,vnta,564.36,5.598,34.202,0.43,36.712618,-122.072585
1999-03-11 17:34:45,vnta,577.43,5.561,34.211,0.43,36.712618,-122.072585
1999-03-11 17:35:15,vnta,578.12,5.563,34.212,0.41,36.712618,-122.072585
1999-03-11 17:35:45,vnta,587.03,5.524,34.212,0.38,36.712618,-122.072585
1999-03-11 17:36:15,vnta,600.59,5.409,34.23,0.48,36.712618,-122.072585
1999-03-11 17:36:45,vnta,601.68,5.4,34.233,0.49,36.712618,-122.072585
1999-03-11 17:37:15,vnta,603.86,5.379,34.237,0.46,36.712618,-122.072585
1999-03-11 17:37:45,vnta,615.74,5.363,34.238,0.44,36.712618,-122.072585
1999-03-11 17:38:15,vnta,623.16,5.337,34.245,0.37,36.712618,-122.072585
1999-03-11 17:38:45,vnta,622.57,5.334,34.246,0.37,36.712618,-122.072585
1999-03-11 17:39:15,vnta,627.12,5.287,34.242,0.41,36.712618,-122.072585
1999-03-11 17:39:45,vnta,640.58,5.231,34.253,0.38,36.712618,-122.072585
1999-03-11 17:40:15,vnta,650.37,5.153,34.27,0.25,36.712618,-122.072585
1999-03-11 17:40:45,vnta,657.3,5.14,34.274,0.25,36.712618,-122.072585
1999-03-11 17:41:15,vnta,661.16,5.134,34.272,0.25,36.712618,-122.072585
1999-03-11 17:41:45,vnta,674.22,5.09,34.277,0.25,36.712618,-122.072585
1999-03-11 17:42:30,vnta,694.8,5.016,34.286,0.23,36.712618,-122.072585
1999-03-11 17:43:00,vnta,708.06,4.939,34.294,0.25,36.712618,-122.072585
1999-03-11 17:43:30,vnta,722.3,4.904,34.303,0.28,36.712618,-122.072585
1999-03-11 17:44:00,vnta,736.35,4.784,34.305,0.34,36.712618,-122.072585
1999-03-11 17:44:30,vnta,744.76,4.744,34.317,0.31,36.712618,-122.072585
1999-03-11 17:45:00,vnta,745.05,4.737,34.32,0.31,36.712618,-122.072585
1999-03-11 17:45:30,vnta,745.85,4.736,34.319,0.31,36.712618,-122.072585
1999-03-11 17:46:00,vnta,755.93,4.733,34.32,0.3,36.712618,-122.072585
1999-03-11 17:46:30,vnta,756.03,4.727,34.322,0.3,36.712618,-122.072585
1999-03-11 17:47:00,vnta,757.42,4.727,34.321,0.3,36.708537,-122.056232
1999-03-11 17:47:30,vnta,767.98,4.67,34.329,0.28,36.708125,-122.058315
1999-03-11 17:48:00,vnta,784.02,4.601,34.338,0.26,36.708033,-122.056723
1999-03-11 17:48:30,vnta,798.56,4.519,34.343,0.27,36.707762,-122.057113
1999-03-11 17:49:15,vnta,817.54,4.418,34.358,0.29,36.7082665,-122.057633
1999-03-11 17:49:45,vnta,830.79,4.397,34.365,0.28,36.7081375,-122.05712
1999-03-11 17:50:15,vnta,844.44,4.359,34.365,0.29,36.7087425,-122.0580085
1999-03-11 17:50:45,vnta,857.49,4.315,34.364,0.3,36.7075545,-122.0570315
1999-03-11 17:51:15,vnta,870.53,4.256,34.374,0.34,36.7082485,-122.0579075
1999-03-11 17:51:45,vnta,883.29,4.246,34.377,0.31,36.7073715,-122.0567575
1999-03-11 17:52:30,vnta,898.8,4.162,34.382,0.32,36.707538,-122.05842
1999-03-11 17:53:00,vnta,909.28,4.121,34.378,0.36,36.708103,-122.056828
1999-03-11 17:53:30,vnta,920.45,4.074,34.388,0.41,36.708103,-122.056828
1999-03-11 17:54:00,vnta,933,4.039,34.391,0.42,36.7078,-122.056255
1999-03-11 17:54:30,vnta,946.04,4.008,34.395,0.43,36.709435,-122.057008
1999-03-11 17:55:00,vnta,958.4,3.974,34.398,0.44,36.707975,-122.057265
1999-03-11 17:55:30,vnta,970.15,3.941,34.404,0.43,36.708407,-122.056962
1999-03-11 17:56:00,vnta,979.24,3.937,34.408,0.4,36.707893,-122.056938
1999-03-11 17:56:30,vnta,982.7,3.929,34.41,0.4,36.708162,-122.056793
1999-03-11 17:57:00,vnta,981.81,3.921,34.407,0.41,36.708238,-122.056683
1999-03-11 17:57:30,vnta,981.22,3.92,34.41,0.41,36.708027,-122.056153
1999-03-11 17:58:00,vnta,980.73,3.922,34.409,0.41,36.707957,-122.057328
1999-03-11 17:58:30,vnta,980.73,3.921,34.409,0.4,36.706908,-122.057367
1999-03-11 17:59:00,vnta,980.43,3.921,34.409,0.29,36.706173,-122.056768
