rovCtdDtg,vehicle,depth,temper,salin,oxyg,lat,lon
2002-09-09 16:32:45,vnta,51.42,9.976,33.895,2.72,36.7101715,-122.058995
2002-09-09 16:33:15,vnta,52.01,10,33.889,2.75,36.71036371,-122.05876857
2002-09-09 16:33:45,vnta,52.51,10,33.889,2.77,36.71049914,-122.05848728
2002-09-09 16:34:15,vnta,52.61,9.999,33.888,2.77,36.71059657,-122.05807957
2002-09-09 16:34:45,vnta,52.51,10.007,33.888,2.78,36.71077185,-122.05806257
2002-09-09 16:35:15,vnta,52.71,9.999,33.889,2.77,36.710934,-122.05805862
2002-09-09 16:35:45,vnta,52.61,9.974,33.894,2.74,36.71108025,-122.05789062
2002-09-09 16:36:15,vnta,52.21,9.97,33.897,2.71,36.71121,-122.05777012
2002-09-09 16:36:45,vnta,51.81,10.008,33.888,2.76,36.711366,-122.057655
2002-09-09 16:37:15,vnta,51.32,10.004,33.889,2.77,36.71147725,-122.05743225
2002-09-09 16:37:45,vnta,50.62,10.006,33.889,2.77,36.71157171,-122.05726557
2002-09-09 16:38:15,vnta,50.32,10.001,33.889,2.78,36.711607,-122.057142
2002-09-09 16:38:45,vnta,50.12,10.001,33.889,2.76,36.711607,-122.057142
2002-09-09 16:39:15,vnta,49.83,10.005,33.889,2.76,36.711607,-122.057142
2002-09-09 16:39:45,vnta,49.13,10.005,33.891,2.76,36.711607,-122.057142
2002-09-09 16:40:15,vnta,48.93,10.015,33.888,2.78,36.711607,-122.057142
2002-09-09 16:40:45,vnta,49.83,10.008,33.888,2.78,36.7121,-122.05610542
2002-09-09 16:41:15,vnta,58.96,9.903,33.915,2.67,36.712312,-122.05623585
2002-09-09 16:41:45,vnta,73.05,9.662,33.979,2.5,36.71225671,-122.05618271
2002-09-09 16:42:15,vnta,90.12,9.491,34.019,2.27,36.71206485,-122.05591371
2002-09-09 16:42:45,vnta,101.83,9.43,34.034,2.18,36.71214112,-122.05596437
2002-09-09 16:43:15,vnta,99.84,9.422,34.038,2.15,36.71223525,-122.05610737
2002-09-09 16:43:45,vnta,99.94,9.428,34.035,2.15,36.712193,-122.056237
2002-09-09 16:44:15,vnta,100.83,9.428,34.035,2.15,36.71215037,-122.05631575
2002-09-09 16:44:45,vnta,103.02,9.422,34.037,2.14,36.71215171,-122.05633928
2002-09-09 16:45:15,vnta,102.72,9.431,34.034,2.15,36.71206414,-122.05631857
2002-09-09 16:45:45,vnta,103.91,9.429,34.035,2.14,36.711704,-122.055914
2002-09-09 16:46:15,vnta,104.9,9.429,34.035,2.14,36.7116885,-122.05610887
2002-09-09 16:46:45,vnta,105.1,9.432,34.035,2.15,36.71163112,-122.05626487
2002-09-09 16:47:15,vnta,105.2,9.428,34.034,2.14,36.71148912,-122.05624212
2002-09-09 16:47:45,vnta,104.8,9.426,34.035,2.13,36.711311,-122.05615512
2002-09-09 16:48:15,vnta,104.21,9.424,34.036,2.13,36.7111865,-122.05617187
2002-09-09 16:48:45,vnta,103.61,9.423,34.036,2.13,36.71105014,-122.05616328
2002-09-09 16:49:15,vnta,103.02,9.415,34.037,2.13,36.71087612,-122.05607075
2002-09-09 16:49:45,vnta,102.52,9.412,34.038,2.12,36.71075712,-122.056122
2002-09-09 16:50:15,vnta,102.02,9.412,34.038,2.12,36.71062975,-122.05608762
2002-09-09 16:50:45,vnta,101.53,9.411,34.038,2.12,36.71050362,-122.05607987
2002-09-09 16:51:15,vnta,100.93,9.409,34.039,2.12,36.71034842,-122.05602285
2002-09-09 16:51:45,vnta,100.44,9.412,34.038,2.12,36.71021228,-122.05598
2002-09-09 16:52:15,vnta,100.04,9.419,34.037,2.12,36.710078,-122.05594457
2002-09-09 16:52:45,vnta,100.04,9.428,34.035,2.13,36.70990557,-122.055877
2002-09-09 16:53:15,vnta,100.44,9.433,34.034,2.14,36.709789,-122.0558745
2002-09-09 16:53:45,vnta,100.73,9.435,34.034,2.13,36.70965625,-122.05589237
2002-09-09 16:54:15,vnta,100.83,9.439,34.032,2.15,36.70955087,-122.05590825
2002-09-09 16:54:45,vnta,100.34,9.439,34.033,2.15,36.70941187,-122.05588862
2002-09-09 16:55:15,vnta,99.15,9.445,34.03,2.17,36.70931662,-122.05587137
2002-09-09 16:55:45,vnta,102.32,9.434,34.033,2.15,36.70916271,-122.05581728
2002-09-09 16:56:15,vnta,119.19,9.384,34.045,2.11,36.70899142,-122.05576257
2002-09-09 16:56:45,vnta,136.55,9.351,34.053,2.03,36.709102,-122.0557165
2002-09-09 16:57:15,vnta,154.8,9.063,34.115,1.91,36.70944728,-122.05568557
2002-09-09 16:57:45,vnta,168.99,8.863,34.141,1.86,36.70943312,-122.05588212
2002-09-09 16:58:15,vnta,185.15,8.819,34.153,1.82,36.7092945,-122.05598287
2002-09-09 16:58:45,vnta,198.54,8.802,34.173,1.69,36.70922425,-122.05597012
2002-09-09 16:59:15,vnta,200.62,8.731,34.189,1.57,36.70925857,-122.05591042
2002-09-09 16:59:45,vnta,200.23,8.749,34.182,1.59,36.70919485,-122.055763
2002-09-09 17:00:15,vnta,201.32,8.724,34.184,1.55,36.709117,-122.05551728
2002-09-09 17:00:45,vnta,200.23,8.763,34.182,1.58,36.70904025,-122.05530675
2002-09-09 17:01:15,vnta,201.02,8.685,34.191,1.57,36.70893,-122.0552135
2002-09-09 17:01:45,vnta,202.01,8.658,34.195,1.52,36.70884862,-122.05511575
2002-09-09 17:02:15,vnta,201.91,8.63,34.2,1.49,36.7087675,-122.05497525
2002-09-09 17:02:45,vnta,201.42,8.644,34.199,1.49,36.70874014,-122.05464514
2002-09-09 17:03:15,vnta,201.02,8.692,34.191,1.53,36.70865828,-122.054607
2002-09-09 17:03:45,vnta,201.12,8.714,34.19,1.55,36.70854057,-122.05448671
2002-09-09 17:04:15,vnta,201.72,8.688,34.189,1.55,36.7084625,-122.05444175
2002-09-09 17:04:45,vnta,202.51,8.616,34.2,1.48,36.708446,-122.05441157
2002-09-09 17:05:15,vnta,203.2,8.629,34.199,1.48,36.70841112,-122.05431937
2002-09-09 17:05:45,vnta,203.9,8.624,34.198,1.49,36.70833662,-122.05415475
2002-09-09 17:06:15,vnta,204,8.609,34.201,1.46,36.70827271,-122.054266
2002-09-09 17:06:45,vnta,203.9,8.618,34.2,1.47,36.70816714,-122.05403314
2002-09-09 17:07:15,vnta,203.4,8.65,34.198,1.52,36.70808242,-122.053835
2002-09-09 17:07:45,vnta,202.61,8.676,34.195,1.53,36.707964,-122.053717
2002-09-09 17:08:15,vnta,202.11,8.706,34.192,1.55,36.70786012,-122.05362775
2002-09-09 17:08:45,vnta,201.42,8.737,34.187,1.57,36.70775787,-122.05349487
2002-09-09 17:09:15,vnta,200.43,8.76,34.18,1.6,36.70765585,-122.05322642
2002-09-09 17:09:45,vnta,199.93,8.767,34.18,1.6,36.7076005,-122.05308537
2002-09-09 17:10:15,vnta,199.43,8.766,34.181,1.6,36.70765212,-122.05291362
2002-09-09 17:10:45,vnta,198.84,8.765,34.182,1.6,36.70741962,-122.05279225
2002-09-09 17:11:15,vnta,198.05,8.783,34.177,1.63,36.70745812,-122.05252775
2002-09-09 17:11:45,vnta,204.1,8.749,34.183,1.61,36.707318,-122.051994
2002-09-09 17:12:15,vnta,213.22,8.618,34.199,1.54,36.70718814,-122.05150142
2002-09-09 17:12:45,vnta,222.04,8.473,34.208,1.33,36.70723128,-122.05131185
2002-09-09 17:13:15,vnta,234.24,8.284,34.205,1.23,36.70731571,-122.05145742
2002-09-09 17:13:45,vnta,248.92,8.236,34.211,1.2,36.707355,-122.05208362
2002-09-09 17:14:15,vnta,263.99,8.086,34.222,1.19,36.70741912,-122.0524905
2002-09-09 17:14:45,vnta,278.06,8.056,34.259,1.13,36.7075625,-122.05251975
2002-09-09 17:15:15,vnta,292.64,7.647,34.247,1.1,36.707612,-122.05242185
2002-09-09 17:15:45,vnta,301.06,7.543,34.244,1.1,36.70764514,-122.05236285
2002-09-09 17:16:15,vnta,302.25,7.549,34.249,1.04,36.70773262,-122.0523355
2002-09-09 17:16:45,vnta,301.36,7.533,34.24,1.09,36.70791787,-122.051708
2002-09-09 17:17:15,vnta,302.05,7.514,34.237,1.11,36.70810637,-122.05134025
2002-09-09 17:17:45,vnta,302.35,7.512,34.239,1.13,36.708198,-122.05133025
2002-09-09 17:18:15,vnta,302.55,7.526,34.246,1.08,36.70832314,-122.05195714
2002-09-09 17:18:45,vnta,303.04,7.528,34.248,1.06,36.70840814,-122.05188314
2002-09-09 17:19:15,vnta,303.54,7.514,34.242,1.09,36.70845971,-122.05244214
2002-09-09 17:19:45,vnta,303.84,7.497,34.243,1.08,36.70877142,-122.05217271
2002-09-09 17:20:15,vnta,303.94,7.484,34.236,1.13,36.708946,-122.052207
2002-09-09 17:20:45,vnta,303.94,7.514,34.238,1.13,36.70915942,-122.05242628
2002-09-09 17:21:15,vnta,304.23,7.496,34.238,1.14,36.70931475,-122.05229425
2002-09-09 17:21:45,vnta,304.23,7.511,34.24,1.13,36.709497,-122.05245687
2002-09-09 17:22:15,vnta,304.33,7.546,34.243,1.12,36.70941485,-122.053333
2002-09-09 17:22:45,vnta,304.33,7.535,34.243,1.12,36.70940071,-122.05390385
2002-09-09 17:23:15,vnta,304.63,7.571,34.252,1.11,36.70954714,-122.05392071
2002-09-09 17:23:45,vnta,304.73,7.641,34.253,1.08,36.70979457,-122.05403128
2002-09-09 17:24:15,vnta,305.03,7.659,34.254,1.08,36.70991585,-122.05409557
2002-09-09 17:24:45,vnta,305.22,7.666,34.256,1.08,36.70997528,-122.05412542
2002-09-09 17:25:15,vnta,305.22,7.709,34.264,1.07,36.71010942,-122.054134
2002-09-09 17:25:45,vnta,304.13,7.76,34.264,1.07,36.71023062,-122.05425687
2002-09-09 17:26:15,vnta,302.75,7.775,34.262,1.07,36.71032628,-122.05446785
2002-09-09 17:26:45,vnta,302.15,7.777,34.262,1.07,36.71044228,-122.05442785
2002-09-09 17:27:15,vnta,301.66,7.786,34.262,1.08,36.71061575,-122.05452012
2002-09-09 17:27:45,vnta,315.24,7.735,34.267,1.07,36.71066212,-122.05451062
2002-09-09 17:28:15,vnta,332.38,7.59,34.259,1.07,36.71065512,-122.05451062
2002-09-09 17:28:45,vnta,349.03,7.536,34.264,0.99,36.71062871,-122.05459685
2002-09-09 17:29:15,vnta,365.18,7.344,34.28,0.92,36.71071714,-122.05510585
2002-09-09 17:29:45,vnta,379.65,7.149,34.297,0.78,36.71041985,-122.05452842
2002-09-09 17:30:15,vnta,393.92,7.012,34.297,0.73,36.71050142,-122.05440028
2002-09-09 17:30:45,vnta,400.56,6.995,34.296,0.72,36.71051114,-122.05420814
2002-09-09 17:31:15,vnta,401.35,6.972,34.301,0.72,36.71033662,-122.05417212
2002-09-09 17:31:45,vnta,400.85,6.977,34.297,0.72,36.71041225,-122.05434975
2002-09-09 17:32:15,vnta,400.85,6.986,34.295,0.72,36.71053,-122.05446512
2002-09-09 17:32:45,vnta,401.65,6.963,34.293,0.72,36.71061187,-122.05456862
2002-09-09 17:33:15,vnta,400.95,6.97,34.3,0.72,36.71088485,-122.05428928
2002-09-09 17:33:45,vnta,401.25,6.989,34.298,0.72,36.710848,-122.054253
2002-09-09 17:34:15,vnta,401.65,6.984,34.297,0.72,36.710867,-122.05428
2002-09-09 17:34:45,vnta,401.65,6.989,34.295,0.72,36.710937,-122.054243
2002-09-09 17:35:15,vnta,401.45,6.988,34.296,0.72,36.711302,-122.05367
2002-09-09 17:35:45,vnta,401.25,6.985,34.296,0.72,36.71164971,-122.05332928
2002-09-09 17:36:15,vnta,400.85,6.984,34.296,0.72,36.711715,-122.05333662
2002-09-09 17:36:45,vnta,400.56,6.976,34.296,0.72,36.71196162,-122.05363175
2002-09-09 17:37:15,vnta,400.16,6.969,34.294,0.72,36.71231612,-122.05407
2002-09-09 17:37:45,vnta,399.76,6.963,34.292,0.72,36.71249812,-122.05431775
2002-09-09 17:38:15,vnta,399.86,6.905,34.288,0.73,36.712222,-122.054238
2002-09-09 17:38:45,vnta,400.46,6.861,34.284,0.74,36.71222712,-122.05427137
2002-09-09 17:39:15,vnta,401.05,6.836,34.282,0.74,36.71283425,-122.05479525
2002-09-09 17:39:45,vnta,401.55,6.809,34.281,0.74,36.71309412,-122.05500362
2002-09-09 17:40:15,vnta,401.75,6.82,34.282,0.74,36.713308,-122.055208
2002-09-09 17:40:45,vnta,401.94,6.802,34.279,0.74,36.713622,-122.055502
2002-09-09 17:41:15,vnta,402.04,6.793,34.28,0.74,36.713622,-122.055502
2002-09-09 17:41:45,vnta,401.75,6.793,34.279,0.74,36.71401614,-122.056177
2002-09-09 17:42:15,vnta,401.15,6.788,34.281,0.74,36.71401362,-122.05648275
2002-09-09 17:42:45,vnta,400.46,6.799,34.28,0.74,36.71395987,-122.05655362
2002-09-09 17:43:15,vnta,400.26,6.799,34.281,0.74,36.71391037,-122.0565495
2002-09-09 17:43:45,vnta,412.15,6.72,34.275,0.73,36.71421114,-122.05703628
2002-09-09 17:44:15,vnta,427.6,6.553,34.26,0.75,36.71407342,-122.056588
2002-09-09 17:44:45,vnta,441.77,6.511,34.271,0.72,36.71383925,-122.05599912
2002-09-09 17:45:15,vnta,455.74,6.396,34.274,0.65,36.71412585,-122.05649271
2002-09-09 17:45:45,vnta,466.04,6.351,34.289,0.61,36.71425428,-122.05668657
2002-09-09 17:46:15,vnta,477.82,6.184,34.29,0.55,36.71349328,-122.05545057
2002-09-09 17:46:45,vnta,493.07,6.147,34.308,0.5,36.71367385,-122.05551714
2002-09-09 17:47:15,vnta,501.1,6.1,34.317,0.46,36.713976,-122.05581714
2002-09-09 17:47:45,vnta,500.3,6.093,34.319,0.44,36.71407757,-122.05613042
2002-09-09 17:48:15,vnta,499.81,6.084,34.32,0.44,36.714108,-122.056425
2002-09-09 17:48:45,vnta,499.91,6.078,34.32,0.44,36.713385,-122.05757228
2002-09-09 17:49:15,vnta,501.1,6.065,34.319,0.44,36.71382937,-122.05706775
2002-09-09 17:49:45,vnta,502.09,6.049,34.322,0.43,36.71387262,-122.05714462
2002-09-09 17:50:15,vnta,501.79,6.061,34.321,0.43,36.71227812,-122.058241
2002-09-09 17:50:45,vnta,501.29,6.058,34.321,0.43,36.7121625,-122.05821137
2002-09-09 17:51:15,vnta,500.7,6.056,34.322,0.43,36.712546,-122.05810437
2002-09-09 17:51:45,vnta,500.5,6.059,34.321,0.43,36.71184242,-122.05874742
2002-09-09 17:52:15,vnta,500.6,6.056,34.321,0.43,36.71148337,-122.05917225
2002-09-09 17:52:45,vnta,500.4,6.059,34.32,0.43,36.71156175,-122.05929362
2002-09-09 17:53:15,vnta,500.8,6.042,34.322,0.43,36.7115005,-122.05932875
2002-09-09 17:53:45,vnta,500.7,6.024,34.324,0.42,36.711277,-122.05944925
2002-09-09 17:54:15,vnta,500.4,6.019,34.324,0.42,36.71132585,-122.059744
2002-09-09 17:54:45,vnta,500.9,6.012,34.324,0.41,36.711333,-122.05992428
2002-09-09 17:55:15,vnta,502.18,6.002,34.323,0.41,36.71127642,-122.05999328
2002-09-09 17:55:45,vnta,503.08,6.001,34.326,0.41,36.71119785,-122.06029757
2002-09-09 17:56:15,vnta,503.47,6.009,34.323,0.41,36.71116675,-122.0605535
2002-09-09 17:56:45,vnta,503.57,6.012,34.325,0.42,36.71113312,-122.0606725
2002-09-09 17:57:15,vnta,503.47,6.014,34.324,0.42,36.71083012,-122.06087975
2002-09-09 17:57:45,vnta,503.08,6.024,34.324,0.42,36.71080642,-122.06125357
2002-09-09 17:58:15,vnta,514.76,5.98,34.328,0.4,36.71071475,-122.06139087
2002-09-09 17:58:45,vnta,530.5,5.852,34.34,0.37,36.7106905,-122.06114037
2002-09-09 17:59:15,vnta,546.25,5.784,34.346,0.34,36.7107695,-122.06113875
2002-09-09 17:59:45,vnta,562.29,5.745,34.352,0.33,36.71079925,-122.061086
2002-09-09 18:00:15,vnta,577.73,5.56,34.366,0.34,36.71080975,-122.06095175
2002-09-09 18:00:45,vnta,590.99,5.454,34.378,0.32,36.7107405,-122.0610865
2002-09-09 18:01:15,vnta,603.17,5.396,34.38,0.29,36.71059114,-122.06108228
2002-09-09 18:01:45,vnta,601.09,5.386,34.384,0.3,36.71075228,-122.06115528
2002-09-09 18:02:15,vnta,603.37,5.382,34.384,0.3,36.71078087,-122.061301
2002-09-09 18:02:45,vnta,602.87,5.382,34.384,0.3,36.71087687,-122.06163662
2002-09-09 18:03:15,vnta,601.78,5.385,34.383,0.29,36.71101042,-122.06177985
2002-09-09 18:03:45,vnta,600.89,5.387,34.383,0.29,36.71099114,-122.06216785
2002-09-09 18:04:15,vnta,599.9,5.4,34.382,0.29,36.71126525,-122.06249062
2002-09-09 18:04:45,vnta,599.7,5.417,34.378,0.29,36.711214,-122.06254175
2002-09-09 18:05:15,vnta,600.2,5.407,34.379,0.29,36.7112415,-122.06286587
2002-09-09 18:05:45,vnta,600.89,5.401,34.383,0.29,36.71125385,-122.0631
2002-09-09 18:06:15,vnta,601.98,5.384,34.384,0.3,36.71121914,-122.06323771
2002-09-09 18:06:45,vnta,602.28,5.386,34.383,0.3,36.71103812,-122.06335787
2002-09-09 18:07:15,vnta,601.88,5.385,34.385,0.3,36.71120475,-122.063714
2002-09-09 18:07:45,vnta,601.19,5.387,34.383,0.3,36.71124062,-122.06379937
2002-09-09 18:08:15,vnta,600.49,5.385,34.384,0.3,36.71109314,-122.06407457
2002-09-09 18:08:45,vnta,599.7,5.395,34.383,0.3,36.71112157,-122.06420328
2002-09-09 18:09:15,vnta,598.02,5.399,34.382,0.3,36.71113757,-122.064353
2002-09-09 18:09:45,vnta,596.14,5.433,34.376,0.29,36.71110057,-122.06455085
2002-09-09 18:10:15,vnta,594.26,5.457,34.374,0.29,36.7113118,-122.0648288
2002-09-09 18:10:45,vnta,594.95,5.463,34.373,0.3,36.71136957,-122.06491742
2002-09-09 18:11:15,vnta,596.63,5.404,34.38,0.29,36.71118857,-122.06503828
2002-09-09 18:11:45,vnta,598.81,5.383,34.385,0.29,36.711121,-122.06531614
2002-09-09 18:12:15,vnta,601.09,5.378,34.384,0.29,36.71089025,-122.06552662
2002-09-09 18:12:45,vnta,612.87,5.341,34.39,0.29,36.710655,-122.06558987
2002-09-09 18:13:15,vnta,628.5,5.256,34.396,0.27,36.71046475,-122.06530087
2002-09-09 18:13:45,vnta,643.45,5.19,34.402,0.24,36.71059275,-122.06536087
2002-09-09 18:14:15,vnta,657.3,5.144,34.409,0.2,36.71063085,-122.06534242
2002-09-09 18:14:45,vnta,671.55,5.015,34.413,0.19,36.710846,-122.065368
2002-09-09 18:15:15,vnta,680.95,4.94,34.422,0.18,36.71072512,-122.06530612
2002-09-09 18:15:45,vnta,690.45,4.913,34.424,0.19,36.71057612,-122.0654515
2002-09-09 18:16:15,vnta,698.56,4.891,34.425,0.19,36.71032137,-122.06537925
2002-09-09 18:16:45,vnta,699.75,4.894,34.426,0.19,36.71026442,-122.06538271
2002-09-09 18:17:15,vnta,700.54,4.899,34.426,0.19,36.71036112,-122.0655455
2002-09-09 18:17:45,vnta,702.52,4.874,34.426,0.19,36.71029437,-122.06575262
2002-09-09 18:18:15,vnta,702.91,4.85,34.428,0.18,36.71028842,-122.065739
2002-09-09 18:18:45,vnta,702.42,4.848,34.428,0.18,36.71023185,-122.06585571
2002-09-09 18:19:15,vnta,702.72,4.848,34.429,0.18,36.710102,-122.06597928
2002-09-09 18:19:45,vnta,702.82,4.848,34.429,0.18,36.70993057,-122.06605528
2002-09-09 18:20:15,vnta,703.01,4.849,34.427,0.18,36.70984642,-122.06618671
2002-09-09 18:20:45,vnta,702.91,4.847,34.428,0.18,36.70968442,-122.06625114
2002-09-09 18:21:15,vnta,702.52,4.849,34.427,0.18,36.70953175,-122.06637962
2002-09-09 18:21:45,vnta,701.83,4.85,34.428,0.18,36.70938575,-122.06649475
2002-09-09 18:22:15,vnta,701.43,4.843,34.43,0.18,36.70919087,-122.06651187
2002-09-09 18:22:45,vnta,700.94,4.839,34.429,0.18,36.70924985,-122.06658214
2002-09-09 18:23:15,vnta,700.64,4.83,34.431,0.18,36.70898962,-122.06664262
2002-09-09 18:23:45,vnta,700.54,4.834,34.431,0.18,36.70889937,-122.06677775
2002-09-09 18:24:15,vnta,700.94,4.833,34.43,0.18,36.70865771,-122.06706385
2002-09-09 18:24:45,vnta,701.43,4.814,34.433,0.18,36.70847475,-122.06711025
2002-09-09 18:25:15,vnta,701.13,4.809,34.433,0.18,36.70835212,-122.06715762
2002-09-09 18:25:45,vnta,699.95,4.818,34.432,0.18,36.708187,-122.06736737
2002-09-09 18:26:15,vnta,696.98,4.827,34.43,0.18,36.707996,-122.06749385
2002-09-09 18:26:45,vnta,695.69,4.831,34.431,0.18,36.70817357,-122.06778414
2002-09-09 18:27:15,vnta,704.5,4.814,34.433,0.18,36.70816662,-122.06660487
2002-09-09 18:27:45,vnta,717.75,4.792,34.437,0.18,36.70787962,-122.06735887
2002-09-09 18:28:15,vnta,732.39,4.724,34.445,0.18,36.70782875,-122.06766575
2002-09-09 18:28:45,vnta,747.33,4.691,34.447,0.18,36.707915,-122.06737571
2002-09-09 18:29:15,vnta,761.77,4.606,34.46,0.19,36.70784037,-122.0673705
2002-09-09 18:29:45,vnta,774.03,4.596,34.462,0.21,36.707754,-122.06713887
2002-09-09 18:30:15,vnta,787.58,4.581,34.466,0.22,36.70789371,-122.06761742
2002-09-09 18:30:45,vnta,798.06,4.57,34.466,0.24,36.70803114,-122.06760428
2002-09-09 18:31:15,vnta,800.64,4.542,34.469,0.23,36.708053,-122.067605
2002-09-09 18:31:45,vnta,800.44,4.543,34.47,0.23,36.70809114,-122.06758785
2002-09-09 18:32:15,vnta,800.93,4.549,34.47,0.23,36.70789675,-122.066975
2002-09-09 18:32:45,vnta,801.82,4.551,34.47,0.23,36.70797012,-122.06699812
2002-09-09 18:33:15,vnta,802.61,4.548,34.469,0.23,36.70786542,-122.06700271
2002-09-09 18:33:45,vnta,802.22,4.551,34.469,0.23,36.70768928,-122.06695757
2002-09-09 18:34:15,vnta,801.03,4.56,34.469,0.24,36.70760414,-122.06667185
2002-09-09 18:34:45,vnta,800.64,4.556,34.47,0.25,36.707583,-122.066587
2002-09-09 18:35:15,vnta,801.33,4.563,34.468,0.25,36.70758514,-122.06628714
2002-09-09 18:35:45,vnta,802.71,4.555,34.47,0.24,36.70735685,-122.06603085
2002-09-09 18:36:15,vnta,802.91,4.555,34.469,0.24,36.70735385,-122.06562585
2002-09-09 18:36:45,vnta,801.82,4.563,34.47,0.24,36.707048,-122.06547628
2002-09-09 18:37:15,vnta,800.83,4.57,34.47,0.24,36.70705157,-122.065315
2002-09-09 18:37:45,vnta,799.75,4.574,34.467,0.24,36.706909,-122.065397
2002-09-09 18:38:15,vnta,800.14,4.574,34.466,0.24,36.706937,-122.06532275
2002-09-09 18:38:45,vnta,803.6,4.57,34.468,0.24,36.70713612,-122.0647305
2002-09-09 18:39:15,vnta,806.17,4.558,34.469,0.24,36.70718525,-122.06434425
2002-09-09 18:39:45,vnta,805.18,4.562,34.469,0.24,36.70719362,-122.06413762
2002-09-09 18:40:15,vnta,803.4,4.566,34.468,0.25,36.70683371,-122.06416142
2002-09-09 18:40:45,vnta,801.82,4.565,34.468,0.24,36.70678,-122.06392
2002-09-09 18:41:15,vnta,800.54,4.566,34.468,0.24,36.70679714,-122.063609
2002-09-09 18:41:45,vnta,802.32,4.559,34.467,0.24,36.70675414,-122.06380957
2002-09-09 18:42:15,vnta,811.02,4.528,34.474,0.25,36.70667962,-122.06380075
2002-09-09 18:42:45,vnta,823.87,4.502,34.474,0.29,36.70669075,-122.063939
2002-09-09 18:43:15,vnta,835.24,4.405,34.489,0.31,36.70668462,-122.0639895
2002-09-09 18:43:45,vnta,845.62,4.355,34.493,0.33,36.706673,-122.06383125
2002-09-09 18:44:15,vnta,856,4.312,34.493,0.33,36.70678662,-122.06399912
2002-09-09 18:44:45,vnta,864.21,4.244,34.504,0.34,36.70693314,-122.06408614
2002-09-09 18:45:15,vnta,874.29,4.192,34.513,0.3,36.70693775,-122.06399525
2002-09-09 18:45:45,vnta,884.47,4.121,34.519,0.3,36.70688987,-122.06376812
2002-09-09 18:46:15,vnta,894.06,4.102,34.523,0.3,36.70699842,-122.06403371
2002-09-09 18:46:45,vnta,899.99,4.087,34.522,0.3,36.70700342,-122.06407757
2002-09-09 18:47:15,vnta,901.08,4.089,34.521,0.3,36.707082,-122.06406
2002-09-09 18:48:15,vnta,902.76,4.084,34.523,0.3,36.70704557,-122.06372428
