rovCtdDtg,vehicle,depth,temper,salin,oxyg,lat,lon
2003-07-19 14:26:00,tibr,201.22,8.44,33.94,1.66,36.60268987,-122.37458687
2003-07-19 14:26:30,tibr,214.81,8.315,33.952,1.68,36.60267687,-122.37451612
2003-07-19 14:27:00,tibr,225.91,8.314,33.981,1.38,36.60268012,-122.374521
2003-07-19 14:27:30,tibr,237.41,8.185,33.98,1.37,36.602671,-122.374668
2003-07-19 14:28:00,tibr,248.42,8.144,33.98,1.35,36.602665,-122.374699
2003-07-19 14:28:30,tibr,258.93,8.093,33.978,1.37,36.60270657,-122.37474571
2003-07-19 14:29:00,tibr,269.34,8.061,33.978,1.35,36.60272257,-122.374725
2003-07-19 14:29:30,tibr,280.15,7.886,33.969,1.39,36.60267,-122.37482
2003-07-19 14:30:00,tibr,289.96,7.716,33.969,1.37,36.60270342,-122.37465114
2003-07-19 14:30:30,tibr,300.86,7.611,33.979,1.27,36.60272114,-122.37458442
2003-07-19 14:31:00,tibr,311.17,7.568,33.985,1.23,36.602767,-122.374517
2003-07-19 14:31:30,tibr,321.68,7.554,34.009,1.09,36.60279614,-122.37447928
2003-07-19 14:32:00,tibr,330.4,7.472,34.015,0.98,36.60271825,-122.37467487
2003-07-19 14:32:30,tibr,335.75,7.398,34.016,0.96,36.6027265,-122.374739
2003-07-19 14:33:00,tibr,343.28,7.349,34.017,0.94,36.602752,-122.374822
2003-07-19 14:33:30,tibr,350.32,7.329,34.018,0.92,36.60273625,-122.37482575
2003-07-19 14:34:00,tibr,358.35,7.303,34.021,0.91,36.60283525,-122.37446162
2003-07-19 14:34:30,tibr,372.12,7.262,34.022,0.89,36.602852,-122.374559
2003-07-19 14:35:00,tibr,383.42,7.198,34.023,0.88,36.60281862,-122.37457475
2003-07-19 14:35:30,tibr,392.73,7.129,34.021,0.86,36.60277328,-122.37456971
2003-07-19 14:36:00,tibr,401.05,7.041,34.024,0.83,36.60275342,-122.37464514
2003-07-19 14:36:30,tibr,409.47,6.972,34.024,0.8,36.60275114,-122.37467514
2003-07-19 14:37:00,tibr,416.81,6.939,34.022,0.79,36.60276242,-122.37465671
2003-07-19 14:37:30,tibr,424.83,6.898,34.025,0.79,36.60282528,-122.37454328
2003-07-19 14:38:00,tibr,433.65,6.841,34.026,0.75,36.602827,-122.374529
2003-07-19 14:38:30,tibr,438.6,6.771,34.035,0.72,36.60277014,-122.37454728
2003-07-19 14:39:00,tibr,441.87,6.762,34.03,0.72,36.602731,-122.37461862
2003-07-19 14:39:30,tibr,446.62,6.719,34.033,0.7,36.602734,-122.37460175
2003-07-19 14:40:00,tibr,450.88,6.703,34.036,0.68,36.60270187,-122.3746275
2003-07-19 14:40:30,tibr,455.34,6.69,34.038,0.67,36.60265125,-122.37473775
2003-07-19 14:41:00,tibr,459,6.672,34.038,0.65,36.60267462,-122.37478075
2003-07-19 14:41:30,tibr,463.56,6.632,34.039,0.64,36.6026835,-122.3747645
2003-07-19 14:42:00,tibr,468.12,6.617,34.042,0.63,36.60265357,-122.374809
2003-07-19 14:42:30,tibr,474.65,6.533,34.043,0.6,36.602655,-122.374825
2003-07-19 14:43:00,tibr,478.81,6.414,34.05,0.56,36.60273885,-122.37475228
2003-07-19 14:43:30,tibr,483.07,6.35,34.048,0.54,36.602759,-122.37470242
2003-07-19 14:44:00,tibr,486.54,6.338,34.048,0.54,36.60279585,-122.37464128
2003-07-19 14:44:30,tibr,492.88,6.296,34.047,0.53,36.602803,-122.37452857
2003-07-19 14:45:00,tibr,500.6,6.22,34.051,0.51,36.60281,-122.374497
2003-07-19 14:45:30,tibr,506.84,6.165,34.054,0.48,36.6027205,-122.3745
2003-07-19 14:46:00,tibr,513.18,6.074,34.067,0.45,36.60279262,-122.374402
2003-07-19 14:46:30,tibr,516.64,6.046,34.065,0.43,36.602797,-122.37435475
2003-07-19 14:47:00,tibr,516.64,6.054,34.062,0.43,36.60281287,-122.37426812
2003-07-19 14:47:30,tibr,517.63,6.044,34.061,0.43,36.60275525,-122.37428375
2003-07-19 14:48:00,tibr,521.89,5.981,34.073,0.42,36.60270937,-122.37432075
2003-07-19 14:48:30,tibr,529.22,5.912,34.058,0.41,36.602675,-122.374353
2003-07-19 14:49:00,tibr,530.7,5.905,34.055,0.41,36.60260314,-122.37449342
2003-07-19 14:49:30,tibr,530.7,5.905,34.054,0.41,36.60258628,-122.37440185
2003-07-19 14:50:00,tibr,530.41,5.901,34.059,0.41,36.60250957,-122.37446242
2003-07-19 14:50:30,tibr,530.21,5.909,34.059,0.41,36.60245842,-122.37449414
2003-07-19 14:51:00,tibr,529.91,5.913,34.06,0.41,36.602457,-122.374493
2003-07-19 14:51:30,tibr,530.8,5.907,34.058,0.41,36.602417,-122.37441385
2003-07-19 14:52:00,tibr,531.89,5.899,34.059,0.41,36.60241162,-122.37429637
2003-07-19 14:52:30,tibr,536.54,5.848,34.064,0.4,36.602429,-122.3743205
2003-07-19 14:53:00,tibr,541,5.829,34.068,0.38,36.60248487,-122.37428875
2003-07-19 14:53:30,tibr,548.42,5.785,34.071,0.37,36.602477,-122.374309
2003-07-19 14:54:00,tibr,561.2,5.751,34.074,0.35,36.60236112,-122.37425287
2003-07-19 14:54:30,tibr,563.18,5.742,34.083,0.34,36.60244028,-122.37408928
2003-07-19 14:55:00,tibr,559.22,5.755,34.075,0.34,36.60237314,-122.37413571
2003-07-19 14:55:30,tibr,557.53,5.762,34.073,0.35,36.60237985,-122.37408271
2003-07-19 14:56:00,tibr,559.71,5.757,34.075,0.34,36.60236585,-122.37403
2003-07-19 14:56:30,tibr,560.5,5.758,34.074,0.34,36.60232928,-122.37406814
2003-07-19 14:57:00,tibr,560.31,5.759,34.078,0.34,36.60225857,-122.37410714
2003-07-19 14:57:30,tibr,560.5,5.761,34.075,0.34,36.60220971,-122.37405342
2003-07-19 14:58:00,tibr,560.31,5.762,34.073,0.34,36.60222712,-122.37398525
2003-07-19 14:58:30,tibr,560.8,5.766,34.074,0.34,36.602171,-122.3740325
2003-07-19 14:59:00,tibr,561.2,5.764,34.075,0.34,36.60208425,-122.37406425
2003-07-19 14:59:30,tibr,560.21,5.758,34.079,0.34,36.60197775,-122.37420175
2003-07-19 15:00:00,tibr,560.01,5.759,34.075,0.34,36.60193375,-122.37415162
2003-07-19 15:00:30,tibr,561.3,5.763,34.077,0.34,36.601862,-122.374184
2003-07-19 15:01:00,tibr,561.89,5.76,34.076,0.34,36.601842,-122.374198
2003-07-19 15:01:30,tibr,560.8,5.759,34.076,0.34,36.601842,-122.374198
2003-07-19 15:02:00,tibr,559.91,5.762,34.075,0.34,36.601842,-122.374198
2003-07-19 15:02:30,tibr,559.91,5.76,34.079,0.34,36.601758,-122.37428142
2003-07-19 15:03:00,tibr,558.23,5.76,34.077,0.35,36.60173871,-122.37424542
2003-07-19 15:03:30,tibr,559.91,5.762,34.073,0.35,36.60171242,-122.374237
2003-07-19 15:04:00,tibr,558.92,5.764,34.074,0.35,36.60166842,-122.37422214
2003-07-19 15:04:30,tibr,557.34,5.762,34.076,0.34,36.601635,-122.374288
2003-07-19 15:05:00,tibr,556.74,5.769,34.07,0.35,36.60148975,-122.37438112
2003-07-19 15:05:30,tibr,557.24,5.769,34.077,0.35,36.60145575,-122.3743745
2003-07-19 15:06:00,tibr,557.93,5.773,34.072,0.35,36.60139837,-122.37429012
2003-07-19 15:06:30,tibr,559.32,5.768,34.072,0.35,36.60139362,-122.37422537
2003-07-19 15:07:00,tibr,559.02,5.767,34.073,0.35,36.601349,-122.374266
2003-07-19 15:07:30,tibr,563.97,5.76,34.078,0.34,36.60129728,-122.37433985
2003-07-19 15:08:00,tibr,568.62,5.759,34.08,0.34,36.60132414,-122.37434771
2003-07-19 15:08:30,tibr,571.79,5.754,34.074,0.34,36.60133771,-122.37439785
2003-07-19 15:09:00,tibr,574.36,5.736,34.081,0.33,36.60140514,-122.37441042
2003-07-19 15:09:30,tibr,575.85,5.732,34.081,0.33,36.60149942,-122.37438585
2003-07-19 15:10:00,tibr,579.81,5.722,34.081,0.33,36.60152228,-122.37440214
2003-07-19 15:10:30,tibr,580.1,5.72,34.077,0.33,36.601548,-122.374438
2003-07-19 15:11:00,tibr,588.12,5.681,34.09,0.31,36.60153675,-122.37435062
2003-07-19 15:11:30,tibr,593.67,5.656,34.084,0.31,36.60171125,-122.374196
2003-07-19 15:12:00,tibr,596.34,5.63,34.092,0.29,36.60187075,-122.37427
2003-07-19 15:12:30,tibr,598.52,5.617,34.092,0.29,36.60191375,-122.374321
2003-07-19 15:13:00,tibr,602.87,5.587,34.095,0.28,36.601914,-122.374328
2003-07-19 15:13:30,tibr,608.91,5.558,34.093,0.27,36.601914,-122.374328
2003-07-19 15:14:00,tibr,613.16,5.531,34.104,0.27,36.601914,-122.374328
2003-07-19 15:14:30,tibr,619,5.514,34.099,0.26,36.602517,-122.374595
2003-07-19 15:15:00,tibr,625.34,5.508,34.108,0.26,36.60251985,-122.37476957
2003-07-19 15:15:30,tibr,629.49,5.505,34.102,0.26,36.602528,-122.374754
2003-07-19 15:16:00,tibr,637.61,5.495,34.106,0.26,36.602528,-122.374754
2003-07-19 15:16:30,tibr,647.01,5.456,34.114,0.24,36.60248128,-122.37509771
2003-07-19 15:17:00,tibr,657.9,5.404,34.12,0.23,36.60248457,-122.37500357
2003-07-19 15:17:30,tibr,662.65,5.378,34.13,0.22,36.602427,-122.3749635
2003-07-19 15:18:00,tibr,669.47,5.34,34.134,0.22,36.60240525,-122.3749535
2003-07-19 15:18:30,tibr,677.19,5.234,34.151,0.2,36.602411,-122.37488
2003-07-19 15:19:00,tibr,684.22,5.184,34.152,0.19,36.60241437,-122.3747
2003-07-19 15:19:30,tibr,689.46,5.166,34.159,0.19,36.602332,-122.374789
2003-07-19 15:20:00,tibr,693.91,5.141,34.165,0.18,36.60223575,-122.37482912
2003-07-19 15:20:30,tibr,699.15,5.124,34.159,0.18,36.60224114,-122.374824
2003-07-19 15:21:00,tibr,705.59,5.087,34.171,0.18,36.602168,-122.374885
2003-07-19 15:21:30,tibr,709.64,5.034,34.169,0.18,36.60229628,-122.37447942
2003-07-19 15:22:00,tibr,716.07,5.007,34.175,0.18,36.602215,-122.374602
2003-07-19 15:22:30,tibr,721.31,5.003,34.169,0.18,36.60207871,-122.37478585
2003-07-19 15:23:00,tibr,723.79,5.002,34.171,0.18,36.60203085,-122.37485614
2003-07-19 15:23:30,tibr,722.7,5.003,34.166,0.18,36.60204433,-122.37476533
2003-07-19 15:24:00,tibr,722.5,5.001,34.17,0.18,36.60198437,-122.37481637
2003-07-19 15:24:30,tibr,721.22,5.002,34.171,0.18,36.6019715,-122.3748485
2003-07-19 15:25:00,tibr,719.24,5.003,34.172,0.18,36.60199475,-122.37485587
2003-07-19 15:25:30,tibr,721.41,4.999,34.169,0.18,36.60198325,-122.374895
2003-07-19 15:26:00,tibr,724.28,4.994,34.168,0.18,36.60196925,-122.37485175
2003-07-19 15:26:30,tibr,729.13,4.965,34.173,0.18,36.6019455,-122.3748765
2003-07-19 15:27:00,tibr,735.16,4.95,34.173,0.18,36.60195142,-122.37482542
2003-07-19 15:27:30,tibr,740.9,4.944,34.172,0.18,36.601951,-122.374825
2003-07-19 15:28:00,tibr,740.9,4.945,34.17,0.18,36.60191,-122.37492528
2003-07-19 15:28:30,tibr,740.8,4.947,34.17,0.18,36.601871,-122.375086
2003-07-19 15:29:00,tibr,740.6,4.944,34.176,0.18,36.60201528,-122.37474971
2003-07-19 15:29:30,tibr,739.22,4.943,34.178,0.18,36.60197857,-122.37479557
2003-07-19 15:30:00,tibr,736.45,4.946,34.174,0.18,36.60192985,-122.37488742
2003-07-19 15:30:30,tibr,735.16,4.949,34.169,0.18,36.60195087,-122.374885
2003-07-19 15:31:00,tibr,733.88,4.95,34.173,0.18,36.60192525,-122.37491025
2003-07-19 15:31:30,tibr,732,4.953,34.174,0.18,36.6019635,-122.3748605
2003-07-19 15:32:00,tibr,731.5,4.951,34.17,0.18,36.60195187,-122.37484475
2003-07-19 15:32:30,tibr,732.49,4.949,34.17,0.18,36.6019565,-122.37484575
2003-07-19 15:33:00,tibr,732.29,4.95,34.176,0.18,36.60192325,-122.37496187
2003-07-19 15:33:30,tibr,732.2,4.953,34.173,0.18,36.601905,-122.374982
2003-07-19 15:34:00,tibr,732.69,4.947,34.171,0.18,36.60181714,-122.375026
2003-07-19 15:34:30,tibr,737.73,4.939,34.176,0.18,36.60181442,-122.37502785
2003-07-19 15:35:00,tibr,746.34,4.871,34.176,0.18,36.601869,-122.374942
2003-07-19 15:35:30,tibr,750.69,4.856,34.182,0.18,36.60213242,-122.374661
2003-07-19 15:36:00,tibr,756.53,4.843,34.186,0.18,36.60228442,-122.37439557
2003-07-19 15:36:30,tibr,762.36,4.802,34.188,0.18,36.60231871,-122.37436857
2003-07-19 15:37:00,tibr,767.01,4.778,34.187,0.18,36.60234628,-122.37432057
2003-07-19 15:37:30,tibr,769.29,4.766,34.188,0.18,36.602381,-122.374319
2003-07-19 15:38:00,tibr,773.24,4.74,34.194,0.18,36.602418,-122.37429137
2003-07-19 15:38:30,tibr,778.98,4.712,34.198,0.18,36.60240825,-122.37427425
2003-07-19 15:39:00,tibr,782.74,4.706,34.197,0.18,36.60240837,-122.37424012
2003-07-19 15:39:30,tibr,785.41,4.699,34.194,0.19,36.60238442,-122.37426342
2003-07-19 15:40:00,tibr,790.55,4.655,34.198,0.19,36.60233028,-122.37424714
2003-07-19 15:40:30,tibr,795.79,4.63,34.202,0.19,36.60230971,-122.37419871
2003-07-19 15:41:00,tibr,800.73,4.621,34.205,0.19,36.60227428,-122.37412385
2003-07-19 15:41:30,tibr,804.89,4.607,34.203,0.19,36.60225371,-122.37417585
2003-07-19 15:42:00,tibr,809.83,4.566,34.208,0.19,36.60224114,-122.37417071
2003-07-19 15:42:30,tibr,815.07,4.549,34.213,0.2,36.60224137,-122.37411825
2003-07-19 15:43:00,tibr,820.51,4.531,34.212,0.2,36.602235,-122.3741
2003-07-19 15:43:30,tibr,819.72,4.533,34.213,0.2,36.60222037,-122.37392112
2003-07-19 15:44:00,tibr,819.22,4.532,34.21,0.2,36.60216912,-122.3739445
2003-07-19 15:44:30,tibr,820.11,4.53,34.215,0.2,36.60214925,-122.37388675
2003-07-19 15:45:00,tibr,822.49,4.527,34.214,0.2,36.60209562,-122.37389462
2003-07-19 15:45:30,tibr,821.7,4.527,34.215,0.2,36.60206928,-122.37388585
2003-07-19 15:46:00,tibr,824.27,4.528,34.213,0.2,36.60203928,-122.37393171
2003-07-19 15:46:30,tibr,824.86,4.526,34.214,0.2,36.60192442,-122.37397028
2003-07-19 15:47:00,tibr,824.37,4.528,34.215,0.2,36.60190742,-122.373975
2003-07-19 15:47:30,tibr,826.64,4.525,34.214,0.2,36.60181714,-122.37404814
2003-07-19 15:48:00,tibr,830.99,4.523,34.216,0.2,36.601729,-122.37412328
2003-07-19 15:48:30,tibr,837.91,4.511,34.215,0.2,36.601677,-122.374196
2003-07-19 15:49:00,tibr,846.91,4.481,34.218,0.2,36.60169685,-122.37430857
2003-07-19 15:49:30,tibr,854.82,4.463,34.218,0.2,36.60170487,-122.37436475
2003-07-19 15:50:00,tibr,865,4.439,34.22,0.21,36.601719,-122.374401
2003-07-19 15:50:30,tibr,873.4,4.343,34.223,0.2,36.60175575,-122.3746635
2003-07-19 15:51:00,tibr,875.18,4.332,34.224,0.2,36.60177062,-122.37475925
2003-07-19 15:51:30,tibr,876.17,4.329,34.224,0.2,36.601865,-122.374637
2003-07-19 15:52:00,tibr,875.87,4.332,34.226,0.2,36.60186714,-122.37465314
2003-07-19 15:52:30,tibr,875.97,4.339,34.223,0.2,36.60184457,-122.37465014
2003-07-19 15:53:00,tibr,874.39,4.345,34.222,0.2,36.60186457,-122.37467585
2003-07-19 15:53:30,tibr,874.09,4.385,34.223,0.2,36.60171442,-122.37495471
2003-07-19 15:54:00,tibr,875.87,4.359,34.219,0.2,36.60167628,-122.37505485
2003-07-19 15:54:30,tibr,878.25,4.322,34.224,0.2,36.60168357,-122.37505471
2003-07-19 15:55:00,tibr,884.27,4.311,34.226,0.2,36.60167585,-122.37505228
2003-07-19 15:55:30,tibr,891.39,4.266,34.229,0.21,36.601669,-122.375068
2003-07-19 15:56:00,tibr,899.2,4.203,34.237,0.22,36.60171475,-122.37503925
2003-07-19 15:56:30,tibr,908.39,4.19,34.238,0.22,36.60187525,-122.374947
2003-07-19 15:57:00,tibr,913.04,4.167,34.241,0.23,36.60198737,-122.37489987
2003-07-19 15:57:30,tibr,912.15,4.17,34.24,0.23,36.6021515,-122.37481475
2003-07-19 15:58:00,tibr,917.68,4.141,34.243,0.23,36.60219925,-122.37479012
2003-07-19 15:58:30,tibr,920.75,4.108,34.247,0.25,36.602225,-122.37481685
2003-07-19 15:59:00,tibr,924.8,4.083,34.251,0.25,36.60232157,-122.37473942
2003-07-19 15:59:30,tibr,930.33,4.048,34.253,0.26,36.60237328,-122.37466871
2003-07-19 16:00:00,tibr,935.57,4.035,34.256,0.27,36.602401,-122.374606
2003-07-19 16:00:30,tibr,939.32,4.027,34.257,0.27,36.602401,-122.374606
2003-07-19 16:01:00,tibr,946.44,4.017,34.255,0.27,36.60246814,-122.37449942
2003-07-19 16:01:30,tibr,945.35,4.017,34.257,0.27,36.60246,-122.374511
2003-07-19 16:02:00,tibr,944.86,4.018,34.258,0.27,36.60247,-122.374426
2003-07-19 16:02:30,tibr,943.67,4.02,34.258,0.27,36.60254425,-122.37429737
2003-07-19 16:03:00,tibr,947.53,4.015,34.256,0.27,36.60254,-122.3742645
2003-07-19 16:03:30,tibr,946.54,4.017,34.259,0.27,36.602511,-122.3743175
2003-07-19 16:04:00,tibr,950.59,4.013,34.258,0.27,36.602496,-122.3743575
2003-07-19 16:04:30,tibr,955.43,4.008,34.257,0.27,36.6024945,-122.37440275
2003-07-19 16:05:00,tibr,961.26,3.999,34.258,0.27,36.602518,-122.374405
2003-07-19 16:05:30,tibr,966.89,3.988,34.262,0.28,36.602286,-122.374763
2003-07-19 16:06:00,tibr,972.03,3.978,34.261,0.28,36.60229628,-122.37494785
2003-07-19 16:06:30,tibr,976.67,3.97,34.26,0.28,36.60231485,-122.37500071
2003-07-19 16:07:00,tibr,981.91,3.947,34.265,0.29,36.60238242,-122.37500942
2003-07-19 16:07:30,tibr,986.75,3.917,34.268,0.3,36.60250742,-122.37482357
2003-07-19 16:08:00,tibr,988.13,3.902,34.269,0.31,36.60253171,-122.37481557
2003-07-19 16:08:30,tibr,989.02,3.899,34.27,0.31,36.60254785,-122.374823
2003-07-19 16:09:00,tibr,993.37,3.898,34.273,0.31,36.602525,-122.37489137
2003-07-19 16:09:30,tibr,997.32,3.897,34.271,0.31,36.60254762,-122.37493812
2003-07-19 16:10:00,tibr,1002.76,3.897,34.27,0.31,36.60262037,-122.37488825
2003-07-19 16:10:30,tibr,1006.91,3.894,34.271,0.31,36.60257787,-122.374898
2003-07-19 16:11:00,tibr,1008.98,3.893,34.268,0.31,36.60255625,-122.37493887
2003-07-19 16:11:30,tibr,1014.02,3.885,34.272,0.31,36.60254514,-122.37490985
2003-07-19 16:12:00,tibr,1020.14,3.877,34.271,0.32,36.602549,-122.374894
2003-07-19 16:12:30,tibr,1025.48,3.862,34.277,0.32,36.60243828,-122.37503585
2003-07-19 16:13:00,tibr,1030.61,3.83,34.277,0.34,36.602519,-122.37481128
2003-07-19 16:13:30,tibr,1032.69,3.812,34.282,0.34,36.60249557,-122.37469157
2003-07-19 16:14:00,tibr,1034.07,3.809,34.281,0.34,36.60251114,-122.374664
2003-07-19 16:14:30,tibr,1038.42,3.796,34.282,0.35,36.60242714,-122.37476871
2003-07-19 16:15:00,tibr,1043.45,3.775,34.283,0.35,36.60240025,-122.37473825
2003-07-19 16:15:30,tibr,1048.39,3.762,34.286,0.36,36.60238587,-122.374759
2003-07-19 16:16:00,tibr,1051.85,3.758,34.286,0.36,36.60237525,-122.37473887
2003-07-19 16:16:30,tibr,1051.16,3.763,34.285,0.36,36.6024285,-122.37458387
2003-07-19 16:17:00,tibr,1050.56,3.76,34.283,0.37,36.60241737,-122.374571
2003-07-19 16:17:30,tibr,1049.97,3.764,34.282,0.36,36.602441,-122.37450575
2003-07-19 16:18:00,tibr,1048.98,3.761,34.288,0.36,36.60240542,-122.37456285
2003-07-19 16:18:30,tibr,1048,3.761,34.285,0.37,36.60248585,-122.374438
2003-07-19 16:19:00,tibr,1050.27,3.753,34.284,0.37,36.60248328,-122.37442714
2003-07-19 16:19:30,tibr,1055.5,3.73,34.288,0.37,36.60241571,-122.37450985
2003-07-19 16:20:00,tibr,1060.14,3.718,34.289,0.37,36.60235242,-122.37457385
2003-07-19 16:20:30,tibr,1064.89,3.711,34.29,0.38,36.602305,-122.374536
2003-07-19 16:21:00,tibr,1066.17,3.711,34.291,0.37,36.60234214,-122.37442185
2003-07-19 16:21:30,tibr,1065.97,3.713,34.287,0.37,36.60236675,-122.37431412
2003-07-19 16:22:00,tibr,1068.54,3.709,34.289,0.37,36.6023815,-122.3742325
2003-07-19 16:22:30,tibr,1072.79,3.701,34.29,0.38,36.602352,-122.374231
2003-07-19 16:23:00,tibr,1076.34,3.688,34.292,0.38,36.60237575,-122.37414762
2003-07-19 16:23:30,tibr,1079.9,3.655,34.295,0.4,36.60229,-122.37415275
2003-07-19 16:24:00,tibr,1084.34,3.647,34.295,0.4,36.602309,-122.37409375
2003-07-19 16:24:30,tibr,1087.89,3.645,34.293,0.4,36.602294,-122.374089
2003-07-19 16:25:00,tibr,1089.97,3.644,34.294,0.4,36.602307,-122.374085
2003-07-19 16:25:30,tibr,1094.41,3.639,34.295,0.4,36.60230757,-122.37407714
2003-07-19 16:26:00,tibr,1099.05,3.622,34.296,0.41,36.602276,-122.374182
2003-07-19 16:26:30,tibr,1103.5,3.602,34.298,0.42,36.60267785,-122.37393142
2003-07-19 16:27:00,tibr,1108.83,3.589,34.301,0.43,36.60259157,-122.37412628
2003-07-19 16:27:30,tibr,1112.28,3.585,34.301,0.43,36.60248642,-122.37430985
2003-07-19 16:28:00,tibr,1116.73,3.578,34.303,0.44,36.602412,-122.37441762
2003-07-19 16:28:30,tibr,1123.24,3.576,34.304,0.45,36.60242112,-122.37433012
2003-07-19 16:29:00,tibr,1129.27,3.557,34.306,0.46,36.6023825,-122.374375
2003-07-19 16:29:30,tibr,1135.09,3.551,34.306,0.45,36.602414,-122.374318
2003-07-19 16:30:00,tibr,1140.03,3.55,34.306,0.46,36.602414,-122.374318
2003-07-19 16:30:30,tibr,1143.78,3.552,34.305,0.45,36.60218462,-122.37469925
2003-07-19 16:31:00,tibr,1144.27,3.553,34.307,0.46,36.60203128,-122.37490857
2003-07-19 16:31:30,tibr,1144.37,3.554,34.305,0.46,36.602101,-122.374809
2003-07-19 16:32:00,tibr,1145.26,3.551,34.304,0.46,36.60208585,-122.37481828
2003-07-19 16:32:30,tibr,1145.65,3.551,34.303,0.45,36.60215357,-122.37467285
2003-07-19 16:33:00,tibr,1145.95,3.55,34.307,0.46,36.60210671,-122.37473128
2003-07-19 16:33:30,tibr,1145.95,3.549,34.303,0.46,36.60212771,-122.37465557
2003-07-19 16:34:00,tibr,1146.05,3.549,34.303,0.46,36.60209814,-122.37462414
2003-07-19 16:34:30,tibr,1146.25,3.546,34.306,0.46,36.60206487,-122.37467462
2003-07-19 16:35:00,tibr,1145.75,3.545,34.307,0.46,36.60205962,-122.37461725
2003-07-19 16:35:30,tibr,1153.16,3.51,34.301,0.47,36.602049,-122.374617
2003-07-19 16:36:00,tibr,1156.12,3.505,34.293,0.44,36.6020775,-122.37471675
2003-07-19 16:36:30,tibr,1160.46,3.501,34.295,0.47,36.60228587,-122.3743885
2003-07-19 16:37:00,tibr,1165.5,3.496,34.297,0.47,36.602358,-122.3743565
2003-07-19 16:37:30,tibr,1171.32,3.477,34.297,0.48,36.602396,-122.37436528
2003-07-19 16:38:00,tibr,1175.27,3.47,34.296,0.48,36.602446,-122.374324
2003-07-19 16:38:30,tibr,1175.66,3.472,34.294,0.48,36.602446,-122.374324
2003-07-19 16:39:00,tibr,1175.86,3.475,34.303,0.48,36.60204242,-122.374938
2003-07-19 16:39:30,tibr,1177.34,3.471,34.294,0.5,36.602144,-122.37484071
